title,lyrics
Sin Sangre En Las Venas,"Quisiera ser como tu
Que no sientes las penas
Quisiera ser como tu
Sin sangre en las venas

Vivir feliz como vives
Llevando una vida
Que todo el mundo te elogia
Que todo el mundo te admira

Pero la buena suerte
No es para mi
Por que con toda el alma
Me enamore de ti
Y tener que aguantarme
Sin respetar mi orgullo
Por que aunque tu no quieras
Yo sigo siendo tuyo

Quisiera ser como tu
Que ya nada te importa
Y andar buscando el amor
Con una y con otra

Hacer feliz a la gente
Con una mentira
Y ser el amo del mundo
Y ser el rey de la vida

Pero la buena suerte
No es para mi
Por que con toda el alma
Me enamore de ti
Y tener que aguantarme
Sin respetar mi orgullo
Por que aunque tu no quieras
Yo sigo siendo tuyo, quisiera ser como tu"
Sin Ti,"Sin ti no podré vivir jamás
Y pensar que nunca más
Estarás junto a mi

Sin ti ¿qué me puede ya importar?
Si lo que me hace llorar
Está lejos de aquí

Sin ti no hay clemencia en mi dolor
La esperanza de mi amor
Te la llevas al fin

Sin ti es inútil vivir
Como inútil será
El quererte olvidar"
Sintiéndote Lejos,"Es otro día y tú no estás
Con ansia espero tu llegar
Quiero besarte sin cesar
Te extraño tanto amor

Es tan difícil despertar
Sabiendo que hoy no volverás
Soy prisionero del calor
De tu cuerpo seductor

Sintiéndote lejos, tan lejos de mí
Extraño tus besos, quisiera sentir
Tu forma de amarme
De hacerme el amor
No puedo dejar de pensar en ti

Sé que algun día volverás
Cuando comprendas que no habrá
Alguien que te haga ver
Un nuevo amanecer
Contigo enloquecer

Sintiéndote lejos, tan lejos de mí
Extraño tus besos, quisiera sentir
Tu forma de amarme
De hacerme el amor
No puedo dejar de pensar en ti

Tú eres la luz de mi corazón
Que no puede estar sin amar
Toma mi mano
Y juntos volaremos
En las alas del amor

Sintiéndote lejos, tan lejos de mí
Extraño tus besos, quisiera sentir
Tu forma de amarme
De hacerme el amor
No puedo dejar de pensar en ti"
"Sol, Arena y Mar","Todo comenzó muy bien
Me amaba yo era su rey
Pero el sueño fue muy corto
Y hoy me estoy volviendo loco
No se que pasaría

Cambiar mi forma de ser
Pretende una y otra vez
Y las noches son amargas
Silenciosas y muy largas
Es una pesadilla

Sol, arena y mar
Es todo lo que quiero ahora
No me queda más
Que sonreir y ver las olas

Siempre discutimos
Y muy poco nos reimos
Ya no puedo continuar
Con este amor

Responde con un después
Si digo abrázame
Hoy te quiero hoy no te quiero
Beso amargo beso tierno
Es su filosofía

Sol, arena y mar
Es todo lo que quiero ahora
Y no me queda más
Que sonreir y ver las olas

Siempre discutimos
Y muy poco nos reimos
Ya no puedo continuar
Con este amor

Estoy herido
Por haber amado a quien no le importé
Siento el vacío
Esta vez he prometido no volver

Sol, arena y mar
Es todo lo que quiero ahora
Y no me queda más
Que sonreir y ver las olas

Siempre discutimos
Y muy poco nos reimos
Ya no puedo continuar
Y ya no quiero continuar
Con este amor

Sol, arena y mar
Sol, arena y mar"
Solamente Una Vez,"Solamente una vez
Amé en la vida
Solamente una vez
Y nada más

Una vez, nada más en mi huerto
Brilló la esperanza
La esperanza que alumbra el camino
De mi soledad

Una vez nada más
Se entrega el alma
Con la dulce y total renunciación

Y cuando ese milagro realiza
El prodigio de amarse
Hay campanas de fiesta que cantan
En el corazón"
Solo Tú,"Solo tú, me puedes conquistar
Solo tú, me puedes transformar
Solo tú y nadie más
Me tiene a sus pies

Y la fidelidad me sienta bien
Solo tú comprendes cómo soy
Y tu luz, me alumbra donde voy

Cuando pienso en ti, el cielo gris
Es un diamante azul

Me ilusionas tú, mi amor, solo tú

Solo tú y nadie más
Me tiene a sus pies
Y la fidelidad me sienta bien

Solo tú comprendes cómo soy
Y tu luz, me alumbra donde voy

Cuando pienso en ti, el cielo gris
Es un diamante azul

Me ilusionas tú, mi amor, solo tú

Solo tú, solo tú, solo tú
Solo tú, solo tú"
Someday,"Someday
When we are wiser
When the world's older
When we have learned
I pray
Someday we may yet live
To live and let live
Someday
Life will be fairer
Need will be rarer
Greed will not pay
God speed
This bright millenium
On its way
Let it come
Someday

Someday
Our fight will be won then
We'll stand in the sun then
That bright afternoon
Till then
On days when the sun is gone
We'll hang on
Wish upon the moon

There are some days dark and bitter
Seems we haven't got a prayer
But a prayer for someday better
Is the one thing we all share

Someday
When we are wiser
When the world's older
When we have learned
I pray
Someday we may yet live
To live and let live
Someday
Life will be fairer
Need will be rarer
Greed will not pay
God speed
This bright millenium
Let it come
Wish upon the moon
One day
Someday
Soon"
Somos El Mundo,"El día llegó=Juanes
No hay momento que perder=Juanes
Hay que buscar unir el mundo de una vez= Ricky Martin
Tantos necesitan un Nuevo amanecer= Jose Feliciano
Hay que ayudar =Vicente Fernández
Tenemos el deber

Verso 2
No hay que esperar =Luis Enrique
Que sea el otro el que va a actuar
Cuando el dolor a tu puerta pueda tocar=Aventura y PeeWee
Al estar unidos no hay nada que temer=Belinda
Para triunfar =Jose Luis Rodriguez
Tenemos que entender=Banda El Recodo
Seguir Leyendo!

Coro
Somos amor, somos el mundo=Shakira
Somos la luz que alumbra con ardor lo mas oscuro=Shakira
Llenos de esperanza=Thalia
Podemos rescatar
La fe que nos puede salvar =Jenni Rivera y Tito El Bambino
Juntos tú y yo=Kani Garcia

Verso 3
De Corazón =Luis Fonsi
Que sepan que importantes son
Que su pesar sentimos todos también =Jon Secada
Y que no están solos queremos ayudar=Willy ,Lissette y Ana Barbara
Con compasión firmeza y hermandad = Gilberto Santa Rosa y Juan Luis Guerra

Coro
Somos amor, somos el mundo=David Archuletta
Somos la luz que alumbra con ardor lo mas oscuro= Cristian Castro
Llenos de esperanza=Ednita Nazario
Podemos rescatar=Paquita La Del Barrio
La fe que nos puede salvar =Ricardo Montaner
Juntos tú y yo

Bridge
Cuando alguna vez te canses de luchar=Gloria Estefan y Luis Miguel
Recuerda aquí estaré a tu lado sin dudar=Chayanne
Te daré mi mano para juntos aprender=Olga Tañon
La manera de poder vencer=Natalia Jiménez

Coro Todos

Improvisaciones

Somos Amor =Luis Fonsi
No Hay Nada Que Temer Si Estamos Juntos Tu Y Yo=Kani G.
Tantos Necesitan Un Nuevo Amanecer=Jose Feliciano,
Y Solamente Juntos Volveremos A Renacer=Jon Secada
Estamos Unidos =Ricky Martín
Lo Más Oscuro= Melina León
Cada Amanecer El Sol Vuelve A Renacer=Natalia Jiménez,
Eso Tienes Que Entender=Ednita Nazario,
No Hay Que Esperar Que Sepan Que Importante Son=David Archuletta,
Con Amor Y Esperanza Podemos Rescatar=Juanes,
Continuaremos Tú Y Yo=Luis Enrique.

Raps

Pitbull:
Latinos Unidos pero más que nada somos humanos
Cuando uno esta paabajo eso es cuando das la mano
Eso es un hermano
Dios Bendiga los haitianos
Sak Pase Nap Bule
Ya tú sabes estamos claros

We are The World the World = Taboo (Black Eye Peas)
We Are The Children The Children = Taboo (Black Eye Peas)
Earthquake can bring it down = Taboo (Black Eye Peas)
We just rebuild it = Taboo (Black Eye Peas)
Somos amoramor
Somos el mundo
Somos Latinos = Taboo (Black Eye Peas)
Dando Cariño

Daddy Yankee:
Este es un grito mundial
Que retumba en tu nación
Somos El Mundo
Una Raza Pa
Un Solo Corazón
Somos Latinos Unidos en una canción
Con una poderosa misión
Con tigo lleva la bendición por fe!
Haití renacerá del polvo Y las cenizas
Cada niño tiene el derecho de llevar una sonrisa
Dale la mano a tu hermano
Sirve de consuelo
Siembra en la tierra = Taboo (Black Eye Peas)
Y recibe el tesoro de los cielos
Come On!

Improvisaciones

Lo Más oscuro = Pee Wee
Vamos a revivir de nuevo juntos tú y yo =Luis Fonsi
La Fe y la esperanza que un día se acabo =Luis Fonsi
Damos Amor =Paulina Rubio
Somos El Mundo = Ednita Nazario
Con Una Nueva Esperanza = Tito El Bambino
Somos Latinos = Luis Enrique
Llenos de Esperanza =David Archuletta
Podemos Rescatar = Olga Tañón
La Fe Que Nos Puede Salvar =Olga Tañón"
Somos Novios,"Somos novios
Pues los dos sentimos mutuo amor profundo
Y con eso ya ganamos lo más grande
De este mundo

Nos amamos, nos besamos
Como novios
Nos deseamos y hasta a veces sin motivo y
Sin razón, nos enojamos

Somos novios
Mantenemos un cariño limpio y puro
Como todos
Procuramos el momento más obscuro

Para hablarnos
Para darnos el más dulce de los besos
Recordar de qué color son los cerezos
Sin hacer mas comentarios, somos novios"
Sonríe,"No, ya no pienses en llorar
de que vale lamentar
lo pasado , paso
si ese amor terminó
otro amor puede llegar
nunca es tarde para amar
y volver a ser feliz
sonríe no
para que la soledad
cuando la felicidad
puede hacerte sentir
como es lindo vivir
nunca dejes de soñar
y mañana al despertar
ve la vida con amor
sonríe,sonríe
noooo nunca dejes de soñar
y mañana al despertar
ve la vida con amor
sonríe,sonríe"
Soy Como Quiero Ser,"Soy como quiero ser
Sin mandatos ni fronteras
Soy como quiero ser
La que quiera que me quiera
La que no, que no me quiera

Soy como quiero ser
A nadie impongo mis ideas
Y respeto las de cada quien
Por muy extrañas que sean
Por eso soy como quiero ser
Y amo la libertad de vivir como yo quiera
Por eso quiero que sepas
Que no cambiarás mi senda

Porque yo soy
Como quiero ser
Sin mandatos ni fronteras
Soy como quiero ser
La que quiera que me quiera
La que no, que no me quiera

No navego en barco de papel
Puedo cruzar cualquier mar
Si naufrago alguna vez
No lo debes olvidar
Yo sé que aprenderé a nadar

Porque yo soy
Como quiero ser
Sin mandatos ni fronteras
Soy como quiero ser
La que quiera, que me quiera
La que no, que no me quiera

Soy como quiero ser"
Soy Como Soy,"Soy como soy
No tengo plata y canto
Soy como soy
Tropiezo y sigo andando
Soy como soy
Tozudo, terco, vago
Ingenuo, soñador
Y un tonto enamorado

Soy como soy
Un poco mentiroso
Soy como soy
Un poco despistado
Soy como soy
Un loco peligroso
Sin dirección

Futuro ni pasado

Acéptame así
Tal como soy
No intentes cambiarme que
Yo soy como soy

Soy como soy
Rebelde y mujeriego
Soy como soy
El último torero
Soy como soy
Un tímido insensato
Hijo del sol
Amigo de los gatos

Acéptame así
Tal como soy
No intentes cambiarme
Que yo soy como soy

Soy como soy
Un poco mentiroso
Soy como soy
Un tímido y alocado
Soy como soy
Tozudo, terco, vago
Ingenuo soñador
Y un loco enamorado"
Soy Lo Prohibido,"Soy ese vicio de tu piel, que ya no puedes desprender
Soy lo prohibido, soy esa fiebre de tu ser
Que te domina sin querer
Oy lo prohibido, soy esa noche de placer

La de la entrega sin papel, soy tu castigo
Porque en tu falsa intimidad
En cada abrazo que le das sueñas conmigo
Soy el pecado que te dio nueva ilusión en el amor

Soy lo prohibido, soy la aventura que llegó para ayudarte
A continuar en tu camino, soy ese beso que se da
Sin que se pueda comentar
Soy ese nombre que jamás fuera de aquí pronunciarás

Soy ese amor que negarás para salvar tu dignidad
Soy lo prohibido
Soy el pecado que te dio nueva ilusión en el amor
Soy lo prohibido, soy la aventura que llego

Para ayudarte a continuar en tu camino
Soy ese beso que se da sin que se pueda comentar
Soy ese nombre que jamás fuera de aquí pronunciarás
Soy ese amor que negarás para salvar tu dignidad
Soy lo prohibido"
Soy Un Perdedor,"Deja de mentir, ya no quiero seguir contigo,
no insistas más porque es igual,
ya no puedo confiar en ti.

Basta por favor ya no creo en tus compromios
me estoy hartando ya de ti, yo no quiero vivir así....
Qué habrá pasado con mis sueños???
Dónde estubo el error???
Nunca conseguí lo que soñe. Sólo séeee!!
que nunca has comprendido lo que yo te he querido
démosle fin a esto de una vez...

Soy un perdedor
qué mala estrella me alumbró, con este amor
no hay solución dejémoslo ya por favor,
Soy un perdedor
no aguanto ni un minuto más, tu falsedad,
déjame en paz, no quiero volverte a mirar, no, no nooo, nono.....

Tengo que cambiar mi manera de ver las cosas
y no confiar en los demás que sólo quieren hacerme mal
tengo que olvidar que las rosas son tan hermosas
pero también son espinosas y no se dejan tocar...

Qué habrá pasado con mis....???"
Soy Yo,"Soy yo
Quien mira la lluvia y se acuerda de ti
Soy yo
También, a quien le haces falta y se siente morir
Soy yo
Soy yo, quien por tu palabra ha empezado a sentir aquel
A quien en el cielo lo has hecho vivir
No le des más vueltas
Sin lugar a dudas
Yo soy
Soy yo
Quien busca el encuentro para ser de ti
Soy yo
Y soy.. Quien todo lo ha dado sin pensar en mi
Yo soy

Aquel que una estrella del cielo te quiere bajar
Quien solo el tenerte despierta con ganas de amar
Quien más se te arrima
Y más te adivina
Soy yo
Si un día el universo completo tú quieres te doy
No olvides un loco en el mundo tú tienes, yo soy
Quien más te ha anhelado
Y más te ha esperado
Soy yo"
Suave,"Como explicar
La magia que tiene su manera de enamorar
Tan bella
Que me estimula su calor
Su forma de caminar
Sensual hacia mi
Déjate llevar
Por la música que incita
Nuestros cuerpos no quieren parar
Deja de luchar
Que hay razón para que me ames
Nuestro destino es así

Suave
Como me mata tu mirada
Suave
Es el perfume de tu piel
Suave
Son tus caricias
Como siempre te soñé
Como siempre te soñé
Suave
Como la brisa de verano
Suave
Como transportas al placer
Suave
Amor sin prisa
Como siempre te soñé
Como siempre te soñé

Como controlar
La cálida seducción que tienes cuando
Me das tus besos
Aunque lo quiera evitar
Mil cosas me harán pensar
Que voy hacia ti
Déjate llevar
Por la música que incita
Nuestros cuerpos no quieren parar
Deja de luchar
Que hay razón para que me ames
Nuestro destino es así

Suave
Como me mata tu mirada
Suave
Es el perfume de tu piel
Suave
Son tus caricias
Como siempre te soñé
Como siempre te soñé
Suave
Como la brisa de verano
Suave
Como transportas al placer
Suave
Amor sin prisa
Como siempre te soñé
Como siempre te soñé

Inexplicable fantasía
Esclavo al fin soy de tu piel

Suave
Como me mata tu mirada
Suave
Es el perfume de tu piel
Suave
Son tus caricias
Como siempre te soñé
Como siempre te soñé
Suave
Como la brisa de verano
Suave
Como transportas al placer
Suave
Amor sin prisa
Como siempre te soñé
Como siempre te soñé"
Sueña,"Sueña
Con un mañana
Un mundo nuevo
Debe llegar

Ten fe
Es muy posible
Si tú estás
Decidido

Sueña
Que no existen fronteras
Y amor sin barreras
No mires atrás

Vive
Con la emoción
De volver a sentir, a vivir
La paz

Siembra
En tu camino
Un nuevo destino
Y el Sol brillará

Donde
Las almas se unan en luz
La bondad y el amor
Renacerán

Y el día que encontremos
Ese sueño cambiarás
No habrá nadie que destruya
De tu alma la verdad

Sueña
Que no existen fronteras
Y amor sin barreras
No mires atrás

Ten fe
Es muy posible
Si tú estás
Decidido

Sueña
Con un mundo distinto
Donde todos los días
El Sol brillará

Donde
Las almas se unan en luz
La bondad y el amor
Renacerán

Sueña, sueña tú

Sueña"
Sunny,"Sunny, sólo con mirarte sale el sol
Sunny, ni una sola nube entre tu y yo
Hoy empiezo a vivir, no me duele el dolor
Es que por fin me llegó el amor
Esa es la verdad, te quiero
Sunny, gracias por hacerme sonreír
Sunny, gracias por tus ganas de vivir
Por entender, por confiar
Por discutir, por perdonar
Por eso y mucho más, te quiero
Sunny, has llegado siempre tan puntual
Sunny, cuando el corazón marchaba mal
Gracias a ti hoy estoy aquí
Dejo al amor hablar por mi
Esa es la verdad, te quiero
Por entender, por confiar
Por discutir, por perdonar
Por eso y mucho más, te quiero
Sunny, gracias por hacerme tan feliz
Sunny, gracias por estar de nuevo aquí
Tu me has llevado sin pensar
A los límites del mal
Sunny, es la verdad, te quiero"
Tal Vez Me Mientes,"Vas
Como si no quieres mas
Finges que terminaras
Con mis besos
Luego regresas cuando ya me fui
Haces que vuelva de nuevo por ti
Qué decidir

Tal vez me mientes
Tal vez te miento
Y nos atrapa nuestra pasion
Porque tu quieres
Tambien yo quiero
Engaños del amor

Voy
Viajando en otra sensacion
Y siento que contigo estoy
En tu cuerpo
Porque no puedo dejar de pensar
Que si te marchas todo cambiara
No sera igual

Tal vez me mientes
Tal vez te miento
Y nos atrapa nuestra pasion
Porque tu quieres
Tambien yo quiero
Enganõs del amor

Te amé o te menti
Te tuve o te perdi....

Tal vez me mientes
Tal vez te miento
Y nos atrapa nuestra pasion
Porque tu quieres
Tambien yo quiero
Enganõs del amor

Tal vez me mientes
Tal vez te miento
Y nos atrapa nuestra pasion
Porque tu quieres
Tambien yo quiero
Enganõs del amor

Tal vez me mientes
Tal vez te miento
Y nos atrapa nuestra pasion
Porque tu quieres
Tambien yo quiero
Enganõs del amor"
Te Desean,"Te desean

Te desean, claro que sí que te desean
Como yo te deseaba antes de que mía fueras
Te desean, te desean
claro que sí que te desean
quieren invadir tu cuerpo como invade el sol la tierra

Te desean, te desean
Cuando cantas, cuando bailas,
Cuando tu playas descalza
sobre espuma sobre arena
cuando cruzas con malicia
tu mirada con la vida
y yo sé que tu lo sabes
porque sé que te das cuenta

Si supieran
que eres mucho más que fuego
Mucho más te desearían
Pero saben que es un sueño
Atracar en tu marea
Que me amas, que te amo
Todos ven que aún todavía
Nos deseamos vida mía
Vida mía

Te desean, te desean
De norte a sur de pie a cabeza
No te miran te devoran
Leen tu cuerpo letra a letra

Te desean, te desean
claro que sí que te desean
quieren invadir tu cuerpo
como invade el sol la tierra

Te desean, te desean
Cuando cantas, cuando bailas,
Cuando tu playas descalza
sobre espuma sobre arena
cuando cruzas con malicia
tu mirada con la vida
y yo sé que tu lo sabes
porque sé que te das cuenta

Si supieran
que eres mucho más que fuego
Mucho más te desearían
Pero saben que es un sueño
Atracar en tu marea
Que me amas, que te amo
Todos ven que aún todavía
Nos deseamos vida mía"
Te Deseo Muy Felices Fiestas,"Te deseo muy felices fiestas
Y a tu corazón
Vida y alegría y mucho más color

Te deseo muy felices fiestas
Nieve amor y fe
Y olvidar las penas y volver

Otra vez juntos, otra vez
Hoy te quiero mas que ayer
Otra vez juntos, otra vez
La ilusión nunca se fue

Te deseo muy felices fiestas
Con el corazón
Cuelga en tu portal
La estrella del amor
Te deseo muy felices fiestas hoy

Otra vez juntos, otra vez
La ilusión nunca se fue

Te deseo muy felices fiestas
Con el corazón
Cuelga en tu portal
La estrella del amor

Te deseo muy felices fiestas hoy
Te deseo muy felices fiestas hoy"
Te Extraño,"Te extraño
Como se extrañan las noches sin estrellas
Como se extrañan las mañanas bellas
No estar contigo, por Dios, que me hace daño

Te extraño
Cuando camino, cuando lloro, cuando río
Cuando el Sol brilla, cuando hace mucho frío
Porque te siento como algo muy mío

Te extraño
Como los árboles extrañan el otoño
En esas noches que no concilio el sueño
No te imaginas, amor, cómo te extraño

Te extraño
En cada paso que siento solitario
Cada momento que estoy viviendo a diario
Estoy muriendo, amor, porque te extraño

Te extraño
Cuando la aurora comienza a dar colores
Con tus virtudes, con todos tus errores
Por lo que quieras, no sé, pero te extraño

Te extraño
En cada paso que siento solitario
Cada momento que estoy viviendo a diario
Estoy muriendo, amor, porque te extraño

Te extraño
Cuando la aurora comienza a dar colores
Con tus virtudes, con todos tus errores
Por lo que quieras, no sé, pero te extraño"
Te Necesito,"Yo no puedo vivir separado de ti
Y no puedo olvidar tu manera de hablar
Pero yo no puedo vivir tan distante de ti
Eres tú la ideal, somos tal para cual

Yo te necesito como el aire que respiro
Como huella en el camino, como arena al coral
Te necesito
Como el cielo a las estrellas y el invierno al frío

Yo te necesito como pétalo a su rosa
Como besos a su boca y como el mar a su sal
Te necesito
Todo es vano y pasajero si no estás conmigo

Y procuro saber qué te esperas de mí
Lo que pidas te doy, para hacerte feliz
Pero yo no puedo vivir separado de ti
Eres tú la ideal, somos tal para cual

Yo te necesito como el aire que respiro
Como huella en el camino, como arena al coral
Te necesito
Como el cielo a las estrellas y el invierno al frío

Yo te necesito como pétalo a su rosa
Como besos a su boca y como el mar a su sal
Te necesito
Todo es vano y pasajero si no estás

Ya ves
Vivo enamorado
De tu boca bella
De tus ojos tiernos de azucena

Ya ves
Tan ilusionado
Que hasta el Sol se alegra
Y celebra fiesta si me das tu corazón

Yo te necesito como el aire que respiro
Como huella en el camino, como arena al coral
Te necesito
Como el cielo a las estrellas y el invierno al frío

Yo te necesito como pétalo a su rosa
Como besos a su boca y como el mar a su sal
Te necesito
Todo es vano y pasajero si no estás conmigo

(Yo te necesito, yo te necesito) te necesito
(Yo te necesito, yo te necesito) te necesito
(Yo te necesito, yo te necesito)
Como el cielo a las estrellas y el invierno al frío

Yo te necesito como pétalo a su rosa
Como besos a su boca y como el mar a su sal
Te necesito
Todo es vano y pasajero si no estás conmigo"
Te Propongo Esta Noche,"Mirame
A los ojos por favor
Quiero ver
Si te queda algo de amor
De calor,
De ternura o de pasion
De amistad
Puede ser

Mirame
Estoy solo pero bien
Te extrañe
Por que siempre te espere
Sabes que
Estas bella amor
Por que no
Lo probamos otra vez?

Te propongo esta noche
Al amor darle oportunidad
Olvidar lo pasado
Entre luces y musica bailar
Que hoy es noche de luna llena
Y huele amor
Hay que dejar hablar al corazon

Mirame
Tengo ganas de soñar
Suena bien
Que volvamos a empezar
Y si no
Quiero imaginar que tu y yo
Nos amamos de verdad

Mirame
Lo que pase pasara
Sabes bien
Que es mejor no programar
Que el amor
Vuelva a ser amor
O tal vez
Tan amigos como siempre

Te propongo esta noche
Cuerpo a cuerpo besarnos y volar
Inventando deseos
Y enlugar del olvido al fin amar

El amor es tan desigual
Nadie manda en el corazon
Es ternura es desilucion
Placer, dolor
Todo nace del amor

Te propongo esta noche
Al amor darle oportunidad
Olvidar lo pasado
Entre luces y musica bailar
Que hoy es noche de luna llena
Y huele amor
Hay que dejar hablar al corazon

Te propongo esta noche
Cuerpo a cuerpo besarnos y volar
Inventando deseos
Y en lugar del olvido al fin amar
Que hoy es noche de luna llena
Y huele amor
Hay que dejar hablar al corazon

Te propongo esta noche
Al amor darle oportunidad
Olvidar lo pasado
Entre luces y musica bailar
Que hoy es noche de luna llena
Y huele amor
Hay que dejar hablar al corazon

Te propongo esta noche
Dejate llevar, vamos a volar
Te propongo esta noche
Dejate llevar, vamos a volar
Que hoy es noche de luna llena
Y huele amor
Hay que dejar hablar al corazon"
Tengo Todo Excepto a Ti,"Se ve, que no te voy
Se ve, que no me vas
Se ve que en realidad
Solo me quieres
Como a un amigo más
Como algo de siempre
Ya ves, me equivoqué
Creí que era feliz
Pensaba que yo lo tenía todo
Tantos amigos, caprichos
Amores locos

Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí

Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor

Se ve, que no te voy
Se ve, que no me vas
Pues tengo todo
Menos tu mirada
Y sin tus ojos
Mis ojos ya no ven nada

Tengo todo excepto a ti
Y el sabor de tu piel
Bella como el sol de abril
Qué absurdo el día en que soñé
Que eras para mí

Me sobra juventud
Me muero por vivir
Pero me faltas tú

Tengo todo excepto a ti
Y la humedad de tu cuerpo
Tú me has hecho porque sí
Seguir las huellas de tu olor
Loco por tu amor"
Toda Una Vida,"Toda una vida estaría contigo
No me importa en qué forma
Ni cómo, ni dónde, pero junto a ti

Toda una vida te estaría mimando
Te estaría cuidando como cuido mi vida
Que la vivo por ti

No me cansaría de decirte siempre
Pero siempre, siempre
Que eres en mi vida ansiedad
Angustia y desesperación

Toda una vida estaría contigo
No me importa en qué forma
Ni cómo, ni dónde, pero junto a ti

No me cansaría de decirte siempre
Pero siempre, siempre
Que eres en mi vida ansiedad
Angustia y desesperación

Toda una vida estaría contigo
No me importa en qué forma
Ni cómo, ni dónde, pero junto a ti

No me importa en qué forma
Ni cómo, ni dónde, pero junto a ti
No me importa en qué forma
Ni cómo, ni dónde, pero junto a ti"
Todo El Amor Del Mundo,"Dentro de mi ser
Como a mi sangre te llevaré
Pues vivir sin ti
Sería igual que no vivir

Eres para mi
Como es el Sol
Para este mundo
Que sin tu calor
Nada tendría luz ni color

Y así diré
Por que mi alma lo esta gritando
Todo el amor del mundo
Yo te daría
Todo el amor del mundo
Yo te daré
Todo el amor del mundo
Yo te daría
Todo el amor del mundo
Yo te daré, eeh

Un inmenso mar
Que cubre casi toda la tierra
No es como mi amor
Que llena toda la imensidad

Ya lo puedes ver
Que aunque este mundo
Mucho ha cambiado
El amor será por
Siempre siempre la gran verdad

Y así diré
Por que mi alma lo esta gritando
Todo el amor del mundo
Yo te daría
Todo el amor del mundo
Yo te daré"
Todo Por Su Amor,"Es un manantial su boca
Que transtorna, que provoca seducción
Es sensual como la seda
Más ardiente que una hoguera, es pasión
Es inaguantablemente bella
Tiene el mismo encanto de una estrella
Y por ella

Doy
Todo lo que soy y lo que tengo
Todo por su amor
Por su sentimiento

Doy
Todo por llegar a ser su dueño
Todo por su amor
Todo por tenerla

Es radiante como un ángel
Porque es la viva imagen del placer
Es a veces vanidosa
Más segura que una diosa, es mujer
Es inaguantablemente bella
Tiene el mismo encanto de una estrella
Y por ella

Doy
Todo por llegar a ser su dueño
Todo por su amor
Todo por tenerla
Todo por amarla
Todo por besarla
Todo se lo...

Doy
Todo por llegar a ser su dueño
Todo por su amor
Todo por tenerla
Todo lo que soy
Todo lo que tengo, todo se lo doy
Todo por su amor, por su sentimiento

Todo lo que soy
Todo lo que tengo
Todo lo daría por tener su amor
Todo por tenerla..."
Todo y Nada,"Todo lo que tengo en la vida
Mi ternura escondida
Mi ilusión de vivir

Todo te lo diera contento
Porque tu pensamiento
No apartaras de mí

Pero como no me has querido
Y lo que te he ofrecido
No te puede importar

Muere la esperanza que añoro
Pues teniéndolo todo
Nada te puedo dar

Pero como no me has querido
Y lo que te he ofrecido
No te puede importar

Muere la esperanza que añoro
Pues teniéndolo todo
Nada te puedo dar
Pues teniéndolo todo
Nada te puedo dar"
Tomemos Los Patines,"Es la media noche
El ruido ya se va
Tomo de mi caja los patines
Como quedamos amigo ya nos vamos
A recibir la señal

La Luna traviesa
Se ríe con la ciudad
Invita a patinar por la Alameda
Seamos valientes y juntos vamos pronto
A conquistar la ciudad

La vida rápida vamos viviéndola
No seamos tímidos, corramos libres
De los semáforos huyamos rápido
No estemos quietos
Invitemos a la gente a patinar

Vamos paseándonos por las glorietas
Con los audífonos oigamos música
Como sonámbulos y sin obstáculos
Con alegría y fantasía
Invadiremos la ciudad

La Luna traviesa
Se ríe con la ciudad
Invita a patinar por la Alameda
Seamos valientes y juntos vamos pronto
A conquistar la ciudad

Poco a poco la noche se nos va
Hay que dirigirnos al mercado
Luego a la plaza, después a la estación
Juntos, muy juntos los dos
La vida rápida vamos viviéndola"
Tres Palabras,"Oye la confesión de mi secreto
Nace de un corazón que está desierto
Con tres palabras te diré todas mis cosas
Cosas del corazón que son preciosas

Dame tus manos ven toma las mías
Que te voy a confiar las ansias mías
Son tres palabras solamente, mis angustias

Y esas palabras son: Como me gustas

Son tres palabras solamente, mis angustias
Y esas palabras son: Como me gustas"
Tu Imaginación,"Tu imaginación se funde con la realidad
Cuando me hablas de tu vida why te empiezo a amar
Háblame sin fin de tus fantasías
De tu ansiedad

Llévame a tu mundo
Excitante mundo de amor why amar

Porque tú me das
La felicidad, la diversidad
Porque tú me das
Algo especial

Porque tú me das
Sensibilidad why esa ambigüedad
Porque tú me das
Mucho, mucho más

Háblame sin fin de tus fantasías
De tu ansiedad

Llévame a tu mundo
Excitante mundo de amor why amar

Porque tú me das
La felicidad, la diversidad
Porque tú me das
Algo especial

Porque tú me das
Sensibilidad why esa ambigüedad
Porque tú me das
Mucho, mucho más

Tu imaginación me acelera la vida
Tu imaginación me haré siempre vibrar

Porque tú me das
La felicidad, la diversidad
Porque tú me das
Algo especial

Porque tú me das
Sensibilidad why esa ambigüedad
Porque tú me das
Mucho, mucho más

Porque tú me das
La felicidad, la diversidad
Porque tú me das
Algo muy especial

Porque tú me das
Sensibilidad why esa ambigüedad
Porque tú me das
Mucho, mucho más

Porque tú me das
La felicidad, la diversidad
Porque tú me das
Algo muy especial"
